date, pm25, pm10, o3, no2, so2, co
2014/4/28, 117, 98, 84, 28, 9, 8
2014/4/29, 163, 99, 80, 23, 14, 8
2014/4/30, 173, 121, 65, 14, 13, 8
2014/5/1, 180, 39, 35, 8, 2, 3
2014/5/2, 60, 115, 35, 19, 3, 4
2014/5/3, 103, 56, 32, 5, 1, 2
2014/5/4, 82, 46, 35, 14, 1, 4
2014/5/5, 52, 95, 46, 26, 16, 9
2014/5/6, 159, 88, 43, 21, 11, 11
2014/5/7, 136, 79, 68, 19, 10, 10
2014/5/8, 165, 82, 44, 25, 18, 12
2014/5/9, 149, 71, 35, 22, 14, 11
2014/5/10, 135, 29, 36, 11, 1, 8
2014/5/11, 65, 51, 58, 18, 3, 6
2014/5/12, 110, 95, 46, 25, 6, 7
2014/5/13, 151, 55, 32, 11, 2, 2
2014/5/14, 66, 118, 45, 27, 3, 4
2014/5/15, 109, 105, 54, 27, 6, 5
2014/5/16, 111, 87, 88, 30, 15, 10
2014/5/17, 148, 102, 117, 30, 14, 10
2014/5/18, 158, 111, 103, 24, 10, 9
2014/5/19, 185, 146, 82, 24, 7, 8
2014/5/20, 151, 122, 117, 26, 16, 13
2014/5/21, 180, 140, 96, 32, 11, 14
2014/5/22, 211, 98, 102, 19, 10, 7
2014/5/23, 155, 126, 27, 20, 4, 10
2014/5/24, 169, 129, 39, 11, 1, 6
2014/5/25, 122, 59, 59, 25, 2, 4
2014/5/26, 51, 118, 41, 23, 1, 4
2014/5/27, 84, 74, 84, 26, 4, 6
2014/5/28, 76, 100, 81, 29, 6, 7
2014/5/29, 125, , 123, 23, 24, 16
2014/5/30, 168, , 108, 16, 30, 22
2014/5/31, 178, , 59, 18, 1, 7
2014/6/1, 125, , 52, 7, 1, 4
2014/6/2, 78, 50, 90, 13, 3, 6
2014/6/3, 98, 79, 95, 24, 6, 9
2014/6/4, 154, 87, 107, 23, 6, 8
2014/6/5, 152, 73, 29, 23, 7, 11
2014/6/6, 133, 25, 42, 14, 1, 3
2014/6/7, 41, 61, 53, 31, 7, 8
2014/6/8, 105, 52, 63, 25, 4, 7
2014/6/9, 92, 71, 43, 22, 4, 13
2014/6/10, 150, 61, 49, 16, 2, 7
2014/6/11, 92, 53, 63, 21, 2, 5
2014/6/12, 78, 84, 77, 23, 5, 9
2014/6/13, 126, 46, 111, 20, 2, 6
2014/6/14, 99, 112, 112, 26, 11, 12
2014/6/15, 184, 102, 87, 19, 2, 10
2014/6/16, 200, 78, 55, 19, 2, 9
2014/6/17, 142, 88, 79, 19, 3, 9
2014/6/18, 151, 107, 51, 23, 4, 12
2014/6/19, 193, 59, 56, 14, 1, 8
2014/6/20, 94, 62, 66, 17, 3, 9
2014/6/21, 144, 46, 64, 17, 1, 6
2014/6/22, 90, 40, 82, 19, 1, 4
2014/6/23, 72, 139, 103, 29, 3, 8
2014/6/24, 144, , 50, 23, 10, 11
2014/6/25, 175, , 107, 15, 3, 10
2014/6/26, 207, , 45, 18, 1, 3
2014/6/27, 71, , 54, 18, 2, 4
2014/6/28, 73, , 106, 26, 8, 12
2014/6/29, 134, , 114, 26, 10, 11
2014/6/30, 161, , 111, 21, 18, 11
2014/1/1, 129, 107, 5, 42, 41, 37
2014/1/2, 193, 65, 25, 22, 15, 15
2014/1/3, 110, 91, 3, 34, 23, 31
2014/1/4, 196, 56, 18, 29, 20, 22
2014/1/5, 153, 77, 4, 28, 29, 24
2014/1/6, 193, 55, 16, 28, 22, 21
2014/1/7, 161, 9, 23, 10, 10, 11
2014/1/8, 86, 28, 22, 16, 10, 14
2014/1/9, 74, 33, 6, 33, 27, 24
2014/1/10, 138, 17, 5, 46, 41, 30
2014/1/11, 201, 8, 24, 17, 12, 13
2014/1/12, 76, 60, 7, 39, 37, 28
2014/1/13, 181, 80, 10, 34, 35, 27
2014/1/14, 171, 189, 9, 43, 42, 33
2014/1/15, 287, 301, 9, 54, 60, 45
2014/1/16, 428, 97, 14, 31, 34, 27
2014/1/17, 234, 61, 13, 12, 22, 19
2014/1/18, 143, 131, 17, 1, 39, 27
2014/1/19, 179, 30, 26, , 4, 
2014/1/20, 38, 45, 20, , 19, 17
2014/1/21, 138, 93, 1, , 41, 18
2014/1/22, 193, 159, 12, , 64, 32
2014/1/23, 293, 107, 7, , 37, 27
2014/1/24, 198, 31, 30, , 11, 17
2014/1/25, 77, 55, 21, , 21, 15
2014/1/26, 114, 80, 23, 9, 34, 19
2014/1/27, 142, 52, 27, 30, 12, 14
2014/1/28, 103, 91, 13, 49, 42, 26
2014/1/29, 197, 60, 27, 33, 21, 20
2014/1/30, 117, 117, 17, 31, 37, 20
2014/1/31, 207, 88, 8, , 28, 23
2014/2/1, 192, 71, 30, 36, 11, 18
2014/2/2, 119, 41, 30, 42, 4, 15
2014/2/3, 35, 45, 27, 42, 13, 14
2014/2/4, 86, 71, 23, 13, 27, 19
2014/2/5, 167, 80, 21, 8, 39, 26
2014/2/6, 186, 61, 19, 28, 21, 16
2014/2/7, 167, 29, 29, , 12, 17
2014/2/8, 101, 12, 28, , 9, 
2014/2/9, 40, 19, 25, , 9, 18
2014/2/10, 74, 73, 19, , 36, 24
2014/2/11, 189, 77, 25, , 32, 24
2014/2/12, 188, 108, 23, , 39, 29
2014/2/13, 240, 189, 20, , 49, 35
2014/2/14, 326, 268, 22, , 59, 38
2014/2/15, 448, 159, 28, , 44, 28
2014/2/16, 350, 49, 29, , 35, 20
2014/2/17, 159, 47, 24, , 17, 12
2014/2/18, 145, 49, 27, , 17, 14
2014/2/19, 128, 132, 14, , 21, 24
2014/2/20, 262, 157, 14, , 41, 31
2014/2/21, 304, 163, 16, , 56, 34
2014/2/22, 303, 163, 13, , 63, 39
2014/2/23, 251, 198, 12, 51, 68, 50
2014/2/24, 318, 265, 13, 70, 50, 53
2014/2/25, 417, 203, 15, 55, 44, 24
2014/2/26, 362, 18, 31, 11, 6, 10
2014/2/27, 63, 52, 24, 25, 20, 17
2014/2/28, 158, 55, 31, 24, 18, 19
2014/3/1, 132, 98, 23, 37, 36, 30
2014/3/2, 195, 137, 12, 41, 59, 49
2014/3/3, 272, 63, 31, 15, 13, 23
2014/3/4, 87, 36, 29, 16, 6, 
2014/3/5, 76, 28, 31, 14, 4, 18
2014/3/6, 63, 54, 26, 22, 12, 15
2014/3/7, 130, 103, 23, 39, 37, 28
2014/3/8, 202, 69, 33, 29, 23, 20
2014/3/9, 171, 84, 22, 31, 29, 20
2014/3/10, 152, 115, 37, 37, 44, 27
2014/3/11, 227, 16, 35, 10, 4, 18
2014/3/12, 43, 46, 34, 18, 7, 12
2014/3/13, 77, 53, 36, 12, 7, 17
2014/3/14, 70, 109, 30, 40, 25, 18
2014/3/15, 176, 111, 44, 30, 42, 29
2014/3/16, 183, 137, 31, 26, 14, 20
2014/3/17, 146, 65, 39, 19, 8, 14
2014/3/18, 111, 61, 32, 23, 9, 12
2014/3/19, 129, 20, 37, 13, 3, 9
2014/3/20, 40, 39, 40, 20, 7, 16
2014/3/21, 81, 89, 39, 25, 9, 14
2014/3/22, 132, 111, 69, 30, 23, 20
2014/3/23, 201, 153, 49, 44, 30, 22
2014/3/24, 284, 143, 71, 42, 24, 23
2014/3/25, 251, 206, 64, 53, 27, 24
2014/3/26, 342, 208, 4, 55, 21, 30
2014/3/27, 315, 102, 36, 29, 15, 20
2014/3/28, 191, 62, 41, 16, 4, 18
2014/3/29, 98, 54, 41, 23, 3, 12
2014/3/30, 91, 119, 38, 36, 18, 21
2014/3/31, 207, 83, 59, 28, 9, 9
2024/12/31, , 40, 19, 18, 1, 3
2020/3/31, , 21, 34, 3, , 1
2019/12/31, , 48, 7, 21, 3, 7
2018/12/31, , 45, 16, 20, 4, 9
2017/9/10, , 26, 35, 15, , 2
2016/7/24, , 39, 34, 17, 1, 7
2016/6/5, , 96, 113, 11, 4, 9
2016/3/6, , 105, 31, 21, 17, 16
2014/12/31, , 62, 19, 21, 11, 11
2014/10/12, , 28, 23, 13, 2, 3
2013/12/31, , 71, 23, 29, 15, 25
2016/7/28, , , 100, 10, 2, 15
2016/1/2, , , 10, 24, 10, 18
