date, pm25, pm10, o3, no2, so2, co
2017/7/9, 160, 50, 99, 15, 1, 4
2017/7/10, 78, 78, 173, 25, 2, 7
2017/7/11, 136, 95, 122, 17, 2, 8
2017/7/12, 153, 66, 90, 9, 2, 7
2017/7/13, 143, 56, 89, 15, 1, 7
2017/7/14, 98, 50, 69, 8, 1, 9
2017/7/15, 105, 71, 110, 17, 1, 10
2017/7/16, 157, 56, 76, 13, 2, 8
2017/7/17, 125, 59, 56, 11, 1, 7
2017/7/18, 137, 64, 70, 10, , 6
2017/7/19, 158, 84, 74, 16, 5, 6
2017/7/20, 170, 25, 44, 12, 1, 7
2017/7/21, 69, 39, 31, 14, 1, 6
2017/7/22, 74, 55, 47, 20, , 7
2017/7/23, 127, 50, 19, 19, 1, 8
2017/7/24, 109, 47, 59, 16, 2, 8
2017/7/25, 98, 40, 33, 15, 1, 6
2017/7/26, 77, 63, 45, 26, 1, 9
2017/7/27, 120, 56, 48, 24, 1, 7
2017/7/28, 97, 56, 54, 19, 1, 6
2017/7/29, 98, 55, 84, 17, 2, 6
2017/7/30, 106, 75, 125, 19, 1, 9
2017/7/31, 165, 57, 54, 14, 1, 8
2017/8/1, 143, 46, 25, 15, 3, 10
2017/8/2, 109, 68, 55, 9, 2, 8
2017/8/3, 79, 43, 80, 19, 1, 6
2017/8/4, 78, 53, 84, 18, 1, 6
2017/8/5, 87, 33, 50, 13, 1, 4
2017/8/6, 60, 36, 58, 15, 1, 3
2017/8/7, 45, 64, 108, 20, 1, 6
2017/8/8, 90, 37, 72, 13, 1, 5
2017/8/9, 73, 66, 79, 17, 1, 8
2017/8/10, 154, 84, 59, 18, 1, 10
2017/8/11, 158, 37, 35, 18, , 8
2017/8/12, 104, 43, 42, 20, , 9
2017/8/13, 120, 37, 70, 13, , 8
2017/8/14, 87, 56, 79, 14, , 9
2017/8/15, 133, 59, 67, 18, 1, 9
2017/8/16, 128, 39, 67, 14, 1, 7
2017/8/17, 83, 67, 48, 29, 2, 13
2017/8/18, 140, 49, 47, 17, 1, 9
2017/8/19, 118, 57, 68, 18, 1, 11
2017/8/20, 153, 73, 92, 20, 1, 10
2017/8/21, 164, 73, 42, 17, 1, 9
2017/8/22, 163, 23, 46, 12, 2, 8
2017/8/23, 81, 34, 35, 19, 1, 6
2017/8/24, 58, 37, 32, 18, 1, 4
2017/8/25, 46, 54, 31, 21, 1, 4
2017/8/26, 59, 24, 28, 12, 1, 5
2017/8/27, 54, 29, 26, 12, , 5
2017/8/28, 66, 45, 34, 15, 2, 5
2017/8/29, 61, 68, 61, 20, 2, 7
2017/8/30, 140, 68, 43, 14, 1, 8
2017/8/31, 162, , 59, 17, 2, 15
2017/9/1, 216, 56, 58, 16, 3, 11
2017/9/2, 183, 60, 74, 12, 4, 9
2017/9/3, 148, 61, 72, 13, 4, 10
2017/9/4, 174, 23, 37, 13, 2, 7
2017/9/5, 101, 44, 1, 31, 1, 7
2017/9/6, 66, , , , , 
2017/9/11, 39, 54, 53, 22, 1, 5
2017/9/12, 81, 94, 94, 33, 2, 10
2017/9/13, 153, 91, 75, 21, 2, 8
2017/9/14, 158, 72, 54, 28, 1, 7
2017/9/15, 135, 97, 68, 36, 2, 10
2017/9/16, 177, 34, 34, 16, 1, 3
2017/9/17, 49, 58, 61, 24, 1, 5
2017/9/18, 78, 44, 34, 22, 1, 3
2017/9/19, 56, 49, 36, 23, 1, 3
2017/9/20, 57, 102, 63, 44, 5, 10
2017/9/21, 152, 75, 34, 21, 1, 4
2017/9/22, 84, 139, 60, 38, 5, 10
2017/9/23, 138, 116, 68, 32, 3, 11
2017/9/24, 157, 94, 64, 20, 4, 13
2017/9/25, 154, 64, 19, 21, 1, 7
2017/9/26, 103, 59, 11, 25, 3, 9
2017/9/27, 95, 38, 26, 11, 2, 2
2017/9/28, 44, 86, 32, 30, 4, 6
2017/9/29, 132, 115, 51, 37, 3, 10
2017/9/30, 190, 82, 32, 29, 2, 8
2017/4/1, 87, 81, 41, 36, 8, 9
2017/4/2, 155, 118, 76, 45, 12, 13
2017/4/3, 202, 93, 43, 27, 12, 10
2017/4/4, 188, 59, 57, 10, 3, 6
2017/4/5, 138, 89, 75, 23, 3, 9
2017/4/6, 173, 84, 42, 21, 3, 7
2017/4/7, 161, 97, 26, 30, 3, 9
2017/4/8, 153, 72, 38, 22, 3, 8
2017/4/9, 154, 80, 37, 26, 4, 6
2017/4/10, 149, 67, 44, 16, 3, 4
2017/4/11, 118, 74, 42, 31, 2, 6
2017/4/12, 96, 90, 33, 29, 8, 9
2017/4/13, 138, 98, 42, 32, 4, 9
2017/4/14, 152, 82, 54, 27, 3, 5
2017/4/15, 128, 111, 44, 36, 9, 8
2017/4/16, 170, 134, 40, 29, 5, 9
2017/4/17, 200, 63, 41, 10, 1, 2
2017/4/18, 76, 83, 15, 33, 3, 6
2017/4/19, 125, 74, 33, 24, 1, 8
2017/4/20, 127, 56, 35, 8, , 1
2017/4/21, 80, 89, 36, 18, 4, 4
2017/4/22, 155, 63, 35, 7, 4, 3
2017/4/23, 102, 82, 54, 15, 5, 6
2017/4/24, 97, 39, 35, 7, 1, 2
2017/4/25, 35, 40, 44, 15, 2, 2
2017/4/26, 56, 34, 46, 15, 1, 2
2017/4/27, 52, 49, 57, 19, 1, 4
2017/4/28, 90, 65, 56, 21, 2, 4
2017/4/29, 117, 88, 61, 21, 3, 5
2017/4/30, 142, 66, 54, 23, 5, 6
2017/5/1, 123, 74, 95, 25, 6, 8
2017/5/2, 131, 78, 53, 23, 8, 7
2017/5/3, 167, 573, 46, 13, 3, 3
2017/5/4, 378, 435, 39, 11, 4, 2
2017/5/5, 258, 60, 50, 16, 5, 3
2017/5/6, 115, 46, 62, 25, 6, 4
2017/5/7, 98, 71, 84, 28, 8, 6
2017/5/8, 156, 60, 78, 14, 7, 5
2017/5/9, 138, 54, 65, 15, 5, 4
2017/5/10, 127, 85, 46, 19, 4, 3
2017/5/11, 119, 85, 71, 11, 4, 4
2017/5/12, 143, 76, 40, 8, 3, 2
2017/5/13, 87, 40, 58, 11, 3, 4
2017/5/14, 76, 43, 62, 15, 6, 6
2017/5/15, 100, 65, 89, 15, 8, 5
2017/5/16, 133, 79, 129, 18, 9, 7
2017/5/17, 155, 102, 119, 32, 9, 10
2017/5/18, 172, 87, 112, 20, 6, 8
2017/5/19, 152, 74, 113, 20, 4, 7
2017/5/20, 145, 64, 71, 13, 6, 8
2017/5/21, 146, 40, 26, 21, 5, 9
2017/5/22, 117, 39, 53, 18, 1, 4
2017/5/23, 69, 46, 57, 22, 1, 3
2017/5/24, 70, 59, 53, 19, 4, 6
2017/5/25, 71, 77, , 22, 5, 5
2017/5/26, 149, 82, , 22, 11, 13
2017/5/27, 151, 95, , 14, 11, 14
2017/5/28, 165, 71, , 9, 5, 7
2017/5/29, 89, 59, , 15, 1, 6
2017/5/30, 114, 76, 59, 20, 2, 7
2017/5/31, 146, 48, 73, 13, 2, 6
2017/6/1, 74, 56, 24, 18, 6, 11
2017/6/2, 74, 48, 49, 16, 3, 7
2017/6/3, 90, 68, 84, 22, 7, 6
2017/6/4, 133, 78, 81, 30, 10, 9
2017/6/5, 152, 53, 36, 13, 1, 4
2017/6/6, 110, 43, 57, 14, 2, 4
2017/6/7, 122, 50, 37, 27, 2, 6
2017/6/8, 92, 67, 96, 28, 2, 5
2017/6/9, 101, 58, 49, 13, 6, 6
2017/6/10, 71, 63, 84, 21, 3, 6
2017/6/11, 114, 61, 50, 21, 9, 10
2017/6/12, 116, 52, 60, 18, 2, 8
2017/6/13, 118, 52, 85, 24, 1, 6
2017/6/14, 122, 71, 86, 25, 1, 5
2017/6/15, 122, 88, 103, 15, 3, 7
2017/6/16, 142, 100, 118, 15, 5, 7
2017/6/17, 158, 88, 113, 13, 8, 8
2017/6/18, 158, 41, 96, 11, 1, 6
2017/6/19, 95, 51, 99, 11, 1, 6
2017/6/20, 89, 61, 96, 14, 4, 8
2017/6/21, 125, 22, 45, 12, 1, 8
2017/6/22, 88, 22, 42, 10, 1, 8
2017/6/23, 75, 35, 48, 10, 1, 8
2017/6/24, 68, 42, 79, 16, 2, 7
2017/6/25, 85, 37, 92, 15, 1, 5
2017/6/26, 68, 73, 118, 20, 2, 9
2017/6/27, 145, 82, 120, 19, 1, 12
2017/6/28, 157, 68, 87, 14, 9, 8
2017/6/29, 125, 72, 120, 14, 2, 8
2017/6/30, 150, 98, 119, 16, 2, 10
2017/1/2, 264, 304, 5, 70, 10, 66
2017/1/3, 385, 410, 6, 69, 9, 61
2017/1/4, 392, 219, 5, 51, 10, 16
2017/1/5, 278, 143, 52, 50, 22, 15
2017/1/6, 270, 133, , 40, 11, 17
2017/1/7, 235, , , 13, 5, 11
2017/1/8, 81, 77, 13, 15, 3, 14
2017/1/9, 88, 53, 25, 17, 4, 10
2017/1/10, 71, 78, 8, 36, 12, 16
2017/1/11, 157, 60, 23, 25, 8, 8
2017/1/12, 114, 26, 29, 11, 5, 4
2017/1/13, 49, 39, 23, 19, 7, 7
2017/1/14, 79, 60, 14, 20, 7, 8
2017/1/15, 135, 87, 5, 31, 14, 17
2017/1/16, 176, 108, 7, 34, 15, 20
2017/1/17, 206, 49, 14, 23, 5, 9
2017/1/18, 113, 75, 27, 18, 8, 13
2017/1/19, 98, 35, 24, 15, 4, 5
2017/1/20, 75, 47, 27, 14, 6, 6
2017/1/21, 82, 39, 17, 20, 5, 8
2017/1/22, 92, 51, 17, 23, 7, 9
2017/1/23, 100, 89, 7, 33, 17, 23
2017/1/24, 170, 129, 7, 42, 24, 33
2017/1/25, 241, 133, 4, 28, 19, 24
2017/1/26, 215, 84, 25, 13, 9, 7
2017/1/27, 120, 381, 6, 31, 45, 25
2017/1/28, 397, 70, 27, 8, 5, 9
2017/1/29, 84, 46, 27, 8, 4, 3
2017/1/30, 82, 72, 22, 17, 13, 9
2017/1/31, 158, 47, 23, 10, 6, 4
2017/2/1, 72, 85, 18, 26, 15, 12
2017/2/2, 153, 139, 18, 37, 23, 24
2017/2/3, 235, 250, 19, 44, 26, 31
2017/2/4, 338, 21, 34, 10, 3, 3
2017/2/5, 52, 24, 27, 10, 3, 3
2017/2/6, 41, 76, 17, 24, 11, 11
2017/2/7, 161, 48, 32, 14, 5, 7
2017/2/8, 96, 25, 32, 7, 1, 2
2017/2/9, 53, 28, 33, 6, 1, 2
2017/2/10, 51, 78, 29, 21, 9, 10
2017/2/11, 114, 126, 15, 39, 28, 27
2017/2/12, 208, 100, 28, 32, 15, 22
2017/2/13, 162, 119, 9, 42, 15, 26
2017/2/14, 206, 134, 17, 51, 23, 31
2017/2/15, 282, 66, 28, 31, 15, 14
2017/2/16, 168, 42, 30, 13, 4, 3
2017/2/17, 75, 95, 20, 31, 14, 15
2017/2/18, 168, 120, 35, 28, 17, 12
2017/2/19, 153, 34, 33, 10, 2, 3
2017/2/20, 38, 63, 14, 22, 6, 13
2017/2/21, 132, 30, 25, 16, 4, 9
2017/2/22, 129, 33, 31, 14, 3, 6
2017/2/23, 64, 39, 30, 21, 6, 7
2017/2/24, 83, 21, 34, 13, 2, 4
2017/2/25, 39, 42, 27, 22, 4, 6
2017/2/26, 83, 78, 12, 36, 10, 14
2017/2/27, 140, 33, 36, 16, 3, 4
2017/2/28, 55, 45, 38, 7, 2, 3
2017/3/1, 38, 65, 28, 19, 6, 5
2017/3/2, 105, 110, 24, 29, 12, 14
2017/3/3, 171, 86, 27, 32, 15, 16
2017/3/4, 165, 36, 34, 9, 2, 3
2017/3/5, 52, 47, 32, 15, 3, 7
2017/3/6, 57, 29, 35, 7, 2, 2
2017/3/7, 31, 32, 37, 11, 1, 3
2017/3/8, 42, 32, 23, 17, 1, 3
2017/3/9, 46, 55, 25, 29, 5, 8
2017/3/10, 94, 78, 20, 23, 10, 10
2017/3/11, 117, 30, 34, 5, , 2
2017/3/12, 27, 27, 23, 12, 2, 3
2017/3/13, 37, 43, 18, 20, 4, 6
2017/3/14, 62, 76, 25, 27, 11, 11
2017/3/15, 148, 121, 27, 41, 13, 13
2017/3/16, 187, 111, 32, 25, 9, 9
2017/3/17, 187, 121, 58, 31, 8, 12
2017/3/18, 210, 154, 63, 36, 18, 20
2017/3/19, 279, 126, 22, 39, 13, 13
2017/3/20, 205, 89, 33, 21, 4, 6
2017/3/21, 169, 130, 23, 40, 12, 12
2017/3/22, 193, 95, 25, 27, 5, 15
2017/3/23, 193, , 16, 23, 2, 9
2017/3/24, 153, 33, 34, 15, 2, 7
2017/3/25, 100, 31, 36, 9, 1, 3
2017/3/26, 52, 32, 35, 11, 2, 3
2017/3/27, 54, 76, 45, 22, 6, 6
2017/3/28, 144, 100, 47, 26, 7, 8
2017/3/29, 181, 92, 36, 25, 10, 11
2017/3/30, 164, 44, 40, 14, 4, 5
2017/3/31, 71, 58, 37, 26, 3, 5
2016/10/1, 227, 137, 58, 40, 4, 13
2016/10/2, 249, 111, 67, 27, 2, 11
2016/10/3, 186, 50, 17, 14, 1, 8
2016/10/4, 82, 81, 26, 18, 1, 11
2016/10/5, 162, 72, 6, 21, 4, 13
2016/10/6, 154, , 8, 18, 2, 13
2016/10/7, 113, 24, 26, 10, 1, 4
2016/10/8, 41, 58, 13, 24, 3, 6
2016/10/9, 99, 101, 10, 43, 6, 12
2016/10/10, 173, 99, 23, 37, 5, 14
2016/10/11, 189, 75, 25, 29, 3, 10
2016/10/12, 156, 126, 27, 42, 3, 16
2016/10/13, 232, 172, 31, 53, 5, 20
2016/10/14, 310, 137, , 53, 3, 20
2016/10/15, 251, 110, 25, 28, 2, 9
2016/10/16, 184, 88, 26, 27, 2, 10
2016/10/17, 147, 109, 6, 35, 4, 17
2016/10/18, 192, 149, 12, 44, 4, 22
2016/10/19, 303, 73, 11, 28, 5, 13
2016/10/20, 176, 52, 13, 21, , 7
2016/10/21, 124, 20, 12, 18, 1, 5
2016/10/22, 55, 48, 15, 23, 2, 6
2016/10/23, 94, 93, 1, 32, 1, 11
2016/10/24, 154, 109, 2, 41, 3, 15
2016/10/25, 186, 75, 18, 26, 2, 8
2016/10/26, 102, 46, 4, 26, 4, 10
2016/10/27, 84, 22, 23, 15, 1, 4
2016/10/28, 41, 41, 16, 23, 3, 6
2016/10/29, 75, 63, 21, 23, 4, 9
2016/10/30, 112, 19, 24, 9, 1, 3
2016/10/31, 37, 51, 17, 24, 5, 6
2016/11/1, 111, 101, 7, 42, 7, 15
2016/11/2, 188, 148, 4, 52, 6, 27
2016/11/3, 266, 178, 3, 59, 4, 32
2016/11/4, 327, 129, 17, 45, 3, 29
2016/11/5, 247, 74, 16, 23, 5, 12
2016/11/6, 152, 42, 19, 20, 2, 7
2016/11/7, 99, 45, 14, 24, 4, 9
2016/11/8, 96, 122, 1, 43, 8, 25
2016/11/9, 230, 115, 6, 30, 5, 16
2016/11/10, 208, 86, 2, 35, 4, 16
2016/11/11, 170, 83, 9, 31, 6, 15
2016/11/12, 159, 116, 1, 33, 7, 21
2016/11/13, 173, 63, 25, 19, 3, 9
2016/11/14, 86, 51, 9, 29, 7, 13
2016/11/15, 99, 96, 7, 38, 10, 20
2016/11/16, 177, 104, 2, 32, 15, 22
2016/11/17, 185, 164, , 41, 15, 37
2016/11/18, 247, 134, 20, 29, 6, 17
2016/11/19, 195, 70, 6, 20, 3, 11
2016/11/20, 138, 19, 22, 8, 1, 3
2016/11/21, 48, 22, 22, 11, 1, 3
2016/11/22, 46, 32, 16, 15, 3, 5
2016/11/23, 56, 81, 8, 29, 9, 13
2016/11/24, 141, 159, 2, 42, 15, 22
2016/11/25, 239, 318, 2, 52, 16, 26
2016/11/26, 352, 40, 24, 22, 3, 13
2016/11/27, 118, 79, 4, 34, 10, 8
2016/11/28, 145, 103, 1, 37, 17, 18
2016/11/29, 172, 98, 21, 30, 12, 21
2016/11/30, 148, 40, 21, 20, 5, 6
2016/12/1, 69, 97, 6, 41, 14, 16
2016/12/2, 178, 214, 3, 60, 19, 29
2016/12/3, 287, 282, 6, 60, 15, 35
2016/12/4, 347, 45, 24, 19, 6, 9
2016/12/5, 89, 101, 2, 43, 12, 22
2016/12/6, 159, 126, 4, 46, 13, 24
2016/12/7, 205, 96, 27, 26, 9, 17
2016/12/8, 146, 38, 20, 16, 4, 6
2016/12/9, 74, 62, 7, 27, 7, 11
2016/12/10, 124, 148, 3, 47, 17, 30
2016/12/11, 249, 155, 2, 47, 25, 25
2016/12/12, 277, 38, 16, 22, 6, 7
2016/12/13, 85, 41, 18, 20, 5, 6
2016/12/14, 75, 54, 25, 19, 6, 7
2016/12/15, 76, 118, 4, 44, 14, 21
2016/12/16, 196, 184, 5, 50, 22, 28
2016/12/17, 286, 180, 4, 50, 19, 32
2016/12/18, 309, 186, 3, 56, 20, 36
2016/12/19, 303, 340, 2, 64, 7, 71
2016/12/20, 434, 331, 2, 75, 6, 67
2016/12/21, 435, 116, 24, 20, 3, 16
2016/12/22, 112, 45, 14, 19, 4, 6
2016/12/23, 96, 114, 2, 41, 18, 27
2016/12/24, 196, 117, 1, 43, 18, 25
2016/12/25, 207, 46, 18, 24, 9, 10
2016/12/26, 98, 48, 18, 18, 5, 7
2016/12/27, 89, 70, 18, 18, 11, 10
2016/12/28, 118, 73, 13, 21, 5, 12
2016/12/29, 112, 252, 2, 46, 12, 44
2016/12/30, 332, 343, , 61, 12, 55
2016/12/31, 402, 479, 1, 61, 4, 71
2017/1/1, 491, 256, 14, 44, 7, 46
2016/7/1, 57, 54, 78, 19, 1, 6
2016/7/2, 122, 68, 97, 19, 5, 9
2016/7/3, 166, 79, 102, 16, 3, 12
2016/7/4, 210, 67, 110, 14, 3, 10
2016/7/5, 170, 61, 103, 16, 3, 8
2016/7/6, 153, 90, 114, 15, 5, 12
2016/7/7, 183, 74, 98, 17, 3, 11
2016/7/8, 181, , 86, 17, 2, 7
2016/7/9, 178, , 83, 12, 2, 7
2016/7/10, 191, 62, 84, 11, 4, 6
2016/7/11, 190, 30, 41, 14, 3, 6
2016/7/12, 18, 37, 86, 16, 1, 6
2016/7/13, 71, 44, 57, 19, 3, 8
2016/7/14, 95, , 34, 15, 1, 8
2016/7/15, 105, , 33, 19, 3, 7
2016/7/16, 118, , 101, 22, 1, 10
2016/7/17, 163, , 53, 23, 3, 11
2016/7/18, 175, , 20, 23, 2, 13
2016/7/19, 183, , 21, 11, , 8
2016/7/20, 100, 18, 19, 13, , 9
2016/7/21, 77, , 65, 16, 1, 10
2016/7/22, 165, , 15, 28, , 12
2016/7/23, 189, , , , , 
2016/7/25, 90, 41, 71, 11, 1, 5
2016/7/26, 62, 62, 111, 18, 1, 9
2016/7/27, 148, , , , , 
2016/7/29, 192, 45, 35, 11, , 15
2016/7/30, 220, 50, 34, 14, 1, 12
2016/7/31, 145, 67, 70, 15, 1, 12
2016/8/1, 156, 40, 68, 17, , 13
2016/8/2, 129, 58, 104, 17, 1, 9
2016/8/3, 150, 68, 112, 16, 2, 14
2016/8/4, 179, 51, 74, 12, 2, 8
2016/8/5, 148, 76, 71, 16, 1, 10
2016/8/6, 180, 24, 52, 10, , 6
2016/8/7, 73, 38, 70, 13, 2, 8
2016/8/8, 105, 48, 86, 19, 4, 11
2016/8/9, 125, 68, 64, 11, 1, 9
2016/8/10, 166, 67, 73, 11, 2, 9
2016/8/11, 164, 60, 30, 17, , 8
2016/8/12, 132, 33, 19, 21, 1, 7
2016/8/13, 83, 37, 89, 20, 2, 6
2016/8/14, 74, 47, 38, 16, 2, 7
2016/8/15, 80, 32, 67, 17, , 6
2016/8/16, 81, 57, 23, 34, 1, 11
2016/8/17, 144, , 20, 23, 1, 18
2016/8/18, 164, 51, 55, 13, , 9
2016/8/19, 70, 57, 103, 19, , 11
2016/8/20, 151, 60, 128, 23, 2, 9
2016/8/21, 151, 41, 72, 14, 3, 9
2016/8/22, 119, 60, 71, 20, 4, 9
2016/8/23, 153, 76, 47, 25, 2, 11
2016/8/24, 167, 19, 29, 13, 1, 4
2016/8/25, 55, 21, 41, 17, , 4
2016/8/26, 45, 34, 35, 20, 2, 4
2016/8/27, 61, 25, 41, 16, 1, 3
2016/8/28, 50, 35, 44, 22, 1, 5
2016/8/29, 69, 54, 79, 25, 2, 7
2016/8/30, 99, 33, 38, 19, 1, 4
2016/8/31, 61, 21, 30, 15, 1, 3
2016/9/1, 30, 26, 26, 16, 1, 4
2016/9/2, 48, 31, 66, 17, 1, 5
2016/9/3, 68, 66, 79, 23, 3, 9
2016/9/4, 153, 46, 43, 14, 1, 5
2016/9/5, 88, 34, 29, 21, 1, 6
2016/9/6, 70, 51, 69, 19, 3, 7
2016/9/7, 120, 42, 43, 23, , 6
2016/9/8, 81, 35, 32, 21, 1, 5
2016/9/9, 72, 31, 45, 21, 1, 4
2016/9/10, 62, 63, 50, 14, 2, 8
2016/9/11, 97, 46, 43, 19, 1, 7
2016/9/12, 99, 65, 45, 27, 2, 10
2016/9/13, 168, 77, 80, 25, 2, 11
2016/9/14, 177, 81, 87, 22, 3, 9
2016/9/15, 164, 57, 89, 21, 2, 11
2016/9/16, 205, 49, 29, 18, 2, 8
2016/9/17, 111, 28, 13, 18, , 6
2016/9/18, 72, 27, 31, 18, , 5
2016/9/19, 50, 35, 42, 23, 1, 5
2016/9/20, 71, 68, 13, 46, 3, 10
2016/9/21, 158, 99, 41, 34, 4, 11
2016/9/22, 180, 114, 88, 24, 2, 12
2016/9/23, 193, 138, 84, 32, 3, 11
2016/9/24, 192, , 39, 26, 3, 15
2016/9/25, 234, , 27, 26, 1, 12
2016/9/26, 143, 40, 28, 15, 1, 7
2016/9/27, 79, 32, 29, 17, 1, 3
2016/9/28, 60, 75, 41, 29, 4, 7
2016/9/29, 140, 102, 63, 39, 5, 9
2016/9/30, 176, 137, 53, 51, 8, 15
2016/4/1, 103, 28, 36, 7, 1, 1
2016/4/2, 38, 39, 42, 7, 1, 1
2016/4/3, 66, 77, 59, 18, 6, 5
2016/4/4, 162, 99, 60, 22, 10, 9
2016/4/5, 198, 86, 41, 28, 17, 17
2016/4/6, 210, 83, 39, 25, 4, 9
2016/4/7, 160, 61, 39, 13, 3, 1
2016/4/8, 77, 170, 42, 28, 5, 6
2016/4/9, 181, 118, 40, 17, 7, 7
2016/4/10, 140, 70, 36, 17, 3, 5
2016/4/11, 128, 67, 31, 26, 3, 7
2016/4/12, 163, 71, 44, 35, 3, 8
2016/4/13, 191, 67, 43, 14, 1, 1
2016/4/14, 97, 76, 45, 29, 9, 9
2016/4/15, 147, 66, 34, 5, 1, 5
2016/4/16, 90, 31, 39, 3, , 2
2016/4/17, 48, 33, 42, 7, 1, 2
2016/4/18, 53, 73, 18, 28, 10, 12
2016/4/19, 152, 66, 55, 17, 4, 7
2016/4/20, 151, 117, 58, 32, 4, 9
2016/4/21, 190, 88, 47, 12, , 1
2016/4/22, 107, 48, 40, 14, 3, 2
2016/4/23, 77, 95, 73, 20, 11, 8
2016/4/24, 167, 87, 77, 13, 7, 7
2016/4/25, 176, 83, 57, 15, 13, 14
2016/4/26, 164, 73, 47, 24, 7, 10
2016/4/27, 169, 71, 88, 25, 3, 9
2016/4/28, 175, 60, 92, 28, 9, 12
2016/4/29, 193, 87, 108, 38, 5, 21
2016/4/30, 256, 57, 110, 24, 16, 34
2016/5/1, 281, 75, 37, 15, 2, 18
2016/5/2, 138, 60, 42, 16, 1, 10
2016/5/3, 103, 44, 53, 24, 2, 7
2016/5/4, 99, 57, 49, 22, 8, 9
2016/5/5, 137, 481, 38, 3, 1, 2
2016/5/6, 192, 43, 52, 10, 1, 1
2016/5/7, 96, 60, 66, 20, 9, 6
2016/5/8, 158, 41, 33, 16, 3, 4
2016/5/9, 109, 62, 73, 19, 2, 5
2016/5/10, 143, 74, 82, 15, 7, 8
2016/5/11, 217, 25, 35, 10, 1, 4
2016/5/12, 122, 58, 51, 23, 2, 5
2016/5/13, 119, 44, 34, 15, 1, 4
2016/5/14, 119, 26, 35, 15, 1, 4
2016/5/15, 104, 47, 50, 24, 1, 4
2016/5/16, 100, 74, 109, 29, 5, 4
2016/5/17, 151, 66, 92, 17, 4, 2
2016/5/18, 152, 73, 118, 18, 8, 6
2016/5/19, 169, 71, 103, 22, 11, 13
2016/5/20, 171, 62, 92, 21, 10, 13
2016/5/21, 155, 59, 84, 26, 3, 6
2016/5/22, 136, 71, 66, 23, 8, 9
2016/5/23, 145, 34, 49, 14, 1, 3
2016/5/24, 71, 29, 44, 9, 19, 2
2016/5/25, 44, 47, 48, 14, , 2
2016/5/26, 78, 74, 76, 27, 5, 6
2016/5/27, 131, 54, 89, 15, 4, 6
2016/5/28, 113, 53, 65, 13, 3, 4
2016/5/29, 112, 88, 130, 25, 9, 10
2016/5/30, 161, 76, 39, 16, 5, 7
2016/5/31, 122, 49, 76, 19, 2, 5
2016/6/1, 96, 60, 104, 24, 4, 7
2016/6/2, 128, 77, 108, 29, 12, 12
2016/6/3, 162, 71, 38, 14, 9, 8
2016/6/4, 163, , , , , 
2016/6/6, 184, 63, 63, 10, 1, 7
2016/6/7, 143, , 103, 15, 2, 11
2016/6/8, 195, 72, 102, 17, 4, 11
2016/6/9, 182, 26, 81, 10, 1, 6
2016/6/10, 132, 18, 48, 9, , 3
2016/6/11, 39, 53, 98, 17, 3, 9
2016/6/12, 145, 54, 45, 15, 2, 7
2016/6/13, 130, 26, 36, 13, , 6
2016/6/14, 114, 26, 67, 14, , 5
2016/6/15, 68, 39, 69, 24, , 5
2016/6/16, 82, 48, 43, 24, 1, 5
2016/6/17, 81, 59, 96, 26, 2, 7
2016/6/18, 123, 64, 104, 17, 2, 6
2016/6/19, 141, 66, 114, 14, 4, 10
2016/6/20, 174, 60, 115, 16, 1, 9
2016/6/21, 172, 55, 83, 15, 1, 6
2016/6/22, 128, 71, 82, 18, 7, 10
2016/6/23, 158, 29, 36, 14, 1, 4
2016/6/24, 62, 25, 45, 12, 1, 2
2016/6/25, 55, 58, 94, 21, 2, 4
2016/6/26, 118, 65, 55, 18, 4, 6
2016/6/27, 148, 23, 34, 17, 1, 7
2016/6/28, 151, , 68, 17, , 9
2016/6/29, 186, 59, 95, 17, , 7
2016/6/30, 155, 24, 68, 11, , 4
2016/3/7, 101, 29, 29, 5, 1, 4
2016/3/8, 45, 24, 29, 4, 1, 2
2016/3/9, 39, 48, 29, 7, 1, 2
2016/3/10, 43, 48, 28, 15, 3, 5
2016/3/11, 72, 92, 20, 34, 19, 16
2016/3/12, 183, 41, 39, 12, 4, 5
2016/3/13, 71, 84, 33, 26, 10, 11
2016/3/14, 163, 118, 25, 32, 25, 13
2016/3/15, 205, 157, 55, 42, 20, 19
2016/3/16, 312, , 50, 46, 17, 20
2016/3/17, 345, 34, 48, 38, 8, 12
2016/3/18, 265, 80, 29, 17, 9, 9
2016/3/19, 152, 73, 35, 24, 5, 7
2016/3/20, 149, 113, 48, 33, 12, 12
2016/3/21, 197, 131, 22, 36, 15, 13
2016/3/22, 191, 33, 36, 12, 3, 4
2016/3/23, 62, 21, 38, 12, 1, 2
2016/3/24, 50, 31, 32, 17, 2, 3
2016/3/25, 66, 27, 39, 10, 1, 2
2016/3/26, 48, 31, 42, 14, 1, 2
2016/3/27, 52, 151, 39, 32, 8, 7
2016/3/28, 161, 58, 43, 10, 2, 3
2016/3/29, 61, 51, 36, 17, 4, 3
2016/3/30, 87, 139, 43, 37, 19, 12
2016/3/31, 222, 111, 38, 11, 3, 3
2015/10/1, 46, 60, 34, 24, 1, 5
2015/10/2, 86, 54, 35, 21, 2, 5
2015/10/3, 77, 108, 61, 38, 6, 12
2015/10/4, 191, 145, 81, 42, 7, 16
2015/10/5, 270, 195, 97, 43, 6, 18
2015/10/6, 363, 198, 51, 49, 6, 19
2015/10/7, 345, 24, 24, 8, 1, 2
